Customer_ID,Campaign_ID,Exposure_Date
C0375,M055,2024-02-22 0:00:00
C0316,M039,2023-08-10 0:00:00
C0092,M074,2024-09-12 0:00:00
C0074,M005,2025-12-25 0:00:00
C0356,M094,2024-02-18 0:00:00
C0165,M007,2025-06-07 0:00:00
C0312,M027,2024-05-15 0:00:00
C0413,M035,2023-01-15 0:00:00
C0287,M046,2023-06-19 0:00:00
C0257,M062,2024-10-07 0:00:00
C0196,M009,2023-08-14 0:00:00
C0040,M002,2024-06-13 0:00:00
C0246,M039,2023-04-18 0:00:00
C0316,M041,2025-01-30 0:00:00
C0030,M097,2025-01-20 0:00:00
C0295,M010,2024-10-25 0:00:00
C0306,M061,2026-02-23 0:00:00
C0499,M005,2023-01-05 0:00:00
C0145,M080,2023-05-13 0:00:00
C0070,M003,2026-04-08 0:00:00
C0375,M059,2024-08-22 0:00:00
C0317,M027,2024-11-02 0:00:00
C0435,M044,2025-11-02 0:00:00
C0047,M057,2023-12-12 0:00:00
C0487,M083,2025-01-02 0:00:00
C0018,M053,2025-05-15 0:00:00
C0243,M033,2023-05-27 0:00:00
C0498,M063,2023-02-28 0:00:00
C0393,M010,2023-08-26 0:00:00
C0284,M068,2025-12-14 0:00:00
C0336,M083,2023-11-02 0:00:00
C0198,M032,2023-02-23 0:00:00
C0261,M050,2025-12-17 0:00:00
C0448,M094,2024-02-18 0:00:00
C0495,M025,2024-06-23 0:00:00
C0025,M028,2025-08-01 0:00:00
C0230,M026,2026-04-03 0:00:00
C0448,M069,2026-03-15 0:00:00
C0340,M050,2023-05-26 0:00:00
C0021,M046,2024-11-15 0:00:00
C0272,M026,2025-11-13 0:00:00
C0337,M005,2023-10-25 0:00:00
C0014,M068,2024-09-03 0:00:00
C0424,M012,2024-04-11 0:00:00
C0238,M015,2023-11-18 0:00:00
C0420,M055,2023-12-20 0:00:00
C0335,M043,2024-11-29 0:00:00
C0022,M096,2025-05-10 0:00:00
C0267,M065,2025-11-10 0:00:00
C0343,M007,2025-12-13 0:00:00
C0461,M020,2025-07-08 0:00:00
C0096,M002,2024-04-09 0:00:00
C0138,M077,2023-10-03 0:00:00
C0455,M006,2025-05-27 0:00:00
C0378,M005,2023-02-09 0:00:00
C0045,M030,2025-12-12 0:00:00
C0172,M069,2025-07-18 0:00:00
C0457,M082,2023-11-27 0:00:00
C0110,M069,2023-06-30 0:00:00
C0152,M089,2025-05-07 0:00:00
C0412,M033,2024-05-19 0:00:00
C0419,M003,2023-01-20 0:00:00
C0430,M061,2023-12-29 0:00:00
C0086,M012,2024-12-24 0:00:00
C0342,M030,2025-08-04 0:00:00
C0452,M030,2024-11-03 0:00:00
C0099,M013,2024-11-19 0:00:00
C0092,M077,2024-09-22 0:00:00
C0345,M055,2023-01-25 0:00:00
C0432,M052,2026-04-01 0:00:00
C0252,M090,2023-05-21 0:00:00
C0161,M039,2025-03-21 0:00:00
C0057,M019,2024-06-24 0:00:00
C0050,M002,2024-05-17 0:00:00
C0144,M062,2023-12-15 0:00:00
C0263,M002,2026-04-15 0:00:00
C0302,M077,2023-03-20 0:00:00
C0083,M008,2025-08-04 0:00:00
C0102,M061,2023-05-28 0:00:00
C0357,M022,2026-01-19 0:00:00
C0394,M036,2024-05-16 0:00:00
C0233,M016,2025-07-25 0:00:00
C0452,M056,2024-01-21 0:00:00
C0270,M025,2024-05-17 0:00:00
C0118,M050,2026-02-07 0:00:00
C0123,M075,2024-07-27 0:00:00
C0080,M075,2023-05-24 0:00:00
C0270,M004,2025-05-07 0:00:00
C0028,M034,2024-06-04 0:00:00
C0296,M087,2025-11-09 0:00:00
C0466,M098,2023-10-28 0:00:00
C0434,M045,2024-12-29 0:00:00
C0375,M051,2024-06-08 0:00:00
C0405,M008,2024-12-16 0:00:00
C0094,M033,2024-05-29 0:00:00
C0377,M080,2025-11-12 0:00:00
C0316,M066,2024-07-19 0:00:00
C0018,M013,2025-06-15 0:00:00
C0413,M089,2024-08-31 0:00:00
C0009,M053,2024-04-05 0:00:00
C0120,M066,2025-08-12 0:00:00
C0240,M013,2023-01-11 0:00:00
C0033,M008,2024-09-29 0:00:00
C0051,M032,2023-11-14 0:00:00
C0477,M016,2024-10-10 0:00:00
C0435,M060,2023-11-11 0:00:00
C0147,M028,2026-02-28 0:00:00
C0072,M060,2024-12-05 0:00:00
C0028,M063,2023-02-16 0:00:00
C0453,M061,2025-02-08 0:00:00
C0310,M050,2026-02-19 0:00:00
C0186,M011,2024-11-15 0:00:00
C0471,M008,2025-08-04 0:00:00
C0308,M044,2026-03-14 0:00:00
C0212,M016,2023-02-27 0:00:00
C0150,M044,2024-03-17 0:00:00
C0145,M016,2023-04-16 0:00:00
C0198,M048,2024-09-15 0:00:00
C0153,M029,2025-02-26 0:00:00
C0409,M054,2025-08-21 0:00:00
C0246,M059,2023-01-07 0:00:00
C0002,M049,2023-07-29 0:00:00
C0228,M003,2024-05-13 0:00:00
C0397,M093,2026-02-22 0:00:00
C0123,M077,2024-05-29 0:00:00
C0185,M014,2025-01-07 0:00:00
C0015,M090,2024-05-06 0:00:00
C0353,M044,2023-01-01 0:00:00
C0263,M071,2025-03-20 0:00:00
C0072,M024,2025-07-27 0:00:00
C0285,M072,2025-01-08 0:00:00
C0342,M054,2024-05-29 0:00:00
C0417,M056,2025-06-25 0:00:00
C0134,M029,2024-12-06 0:00:00
C0380,M096,2024-08-10 0:00:00
C0277,M002,2024-01-25 0:00:00
C0360,M069,2023-03-26 0:00:00
C0344,M035,2023-08-18 0:00:00
C0218,M090,2024-04-06 0:00:00
C0173,M097,2024-08-13 0:00:00
C0242,M034,2024-12-14 0:00:00
C0435,M034,2023-11-03 0:00:00
C0304,M018,2025-06-12 0:00:00
C0349,M007,2024-01-16 0:00:00
C0476,M063,2023-08-31 0:00:00
C0229,M093,2025-07-15 0:00:00
C0267,M034,2023-11-17 0:00:00
C0360,M038,2026-04-07 0:00:00
C0199,M040,2023-04-17 0:00:00
C0109,M036,2025-07-21 0:00:00
C0435,M049,2024-10-31 0:00:00
C0402,M083,2023-07-01 0:00:00
C0429,M082,2024-12-16 0:00:00
C0054,M100,2025-06-06 0:00:00
C0332,M082,2023-01-23 0:00:00
C0222,M032,2025-10-30 0:00:00
C0003,M079,2024-04-30 0:00:00
C0424,M071,2024-12-10 0:00:00
C0032,M020,2024-07-04 0:00:00
C0316,M022,2023-02-21 0:00:00
C0333,M088,2026-03-12 0:00:00
C0425,M052,2025-06-17 0:00:00
C0167,M031,2025-06-21 0:00:00
C0336,M090,2023-02-14 0:00:00
C0442,M084,2025-10-18 0:00:00
C0453,M100,2023-04-17 0:00:00
C0033,M056,2024-08-24 0:00:00
C0193,M046,2023-09-13 0:00:00
C0157,M009,2023-12-03 0:00:00
C0151,M038,2024-12-20 0:00:00
C0205,M072,2023-03-04 0:00:00
C0278,M022,2026-01-01 0:00:00
C0373,M005,2024-06-15 0:00:00
C0449,M062,2024-03-26 0:00:00
C0143,M005,2023-04-15 0:00:00
C0321,M086,2024-03-05 0:00:00
C0416,M044,2024-05-16 0:00:00
C0494,M080,2024-04-29 0:00:00
C0093,M015,2023-03-21 0:00:00
C0032,M071,2023-02-09 0:00:00
C0148,M097,2024-10-29 0:00:00
C0080,M060,2024-03-05 0:00:00
C0224,M021,2023-10-30 0:00:00
C0282,M045,2023-10-02 0:00:00
C0393,M046,2026-04-15 0:00:00
C0065,M034,2026-03-14 0:00:00
C0002,M068,2025-12-30 0:00:00
C0316,M033,2025-09-13 0:00:00
C0434,M094,2026-01-31 0:00:00
C0365,M061,2023-09-29 0:00:00
C0294,M098,2026-03-23 0:00:00
C0325,M009,2024-06-10 0:00:00
C0259,M035,2024-12-14 0:00:00
C0127,M068,2024-11-07 0:00:00
C0090,M023,2024-07-24 0:00:00
C0234,M003,2024-07-17 0:00:00
C0280,M012,2023-03-11 0:00:00
C0176,M009,2025-06-29 0:00:00
C0203,M079,2024-09-08 0:00:00
C0262,M057,2025-09-08 0:00:00
C0436,M070,2026-01-07 0:00:00
C0262,M075,2024-03-03 0:00:00
C0306,M073,2024-09-19 0:00:00
C0147,M073,2025-11-13 0:00:00
C0147,M088,2023-06-03 0:00:00
C0135,M039,2024-06-17 0:00:00
C0091,M037,2023-06-09 0:00:00
C0245,M075,2024-07-12 0:00:00
C0092,M010,2025-05-06 0:00:00
C0208,M015,2026-04-02 0:00:00
C0241,M069,2023-05-17 0:00:00
C0365,M100,2025-01-17 0:00:00
C0121,M083,2023-07-26 0:00:00
C0013,M034,2025-05-03 0:00:00
C0069,M024,2026-03-14 0:00:00
C0086,M038,2025-11-13 0:00:00
C0468,M012,2026-02-25 0:00:00
C0289,M002,2026-03-09 0:00:00
C0391,M016,2025-03-30 0:00:00
C0442,M025,2026-01-26 0:00:00
C0093,M081,2023-08-02 0:00:00
C0419,M003,2023-02-18 0:00:00
C0373,M018,2025-10-14 0:00:00
C0277,M043,2025-07-04 0:00:00
C0118,M051,2025-09-26 0:00:00
C0226,M013,2025-06-21 0:00:00
C0431,M038,2023-07-28 0:00:00
C0171,M087,2025-07-21 0:00:00
C0039,M046,2025-06-18 0:00:00
C0303,M082,2025-05-04 0:00:00
C0499,M054,2026-04-01 0:00:00
C0187,M055,2026-02-28 0:00:00
C0252,M020,2023-05-01 0:00:00
C0420,M094,2025-10-14 0:00:00
C0029,M007,2024-09-04 0:00:00
C0109,M072,2023-01-19 0:00:00
C0273,M045,2025-01-25 0:00:00
C0309,M088,2023-07-27 0:00:00
C0399,M090,2024-10-29 0:00:00
C0241,M020,2026-02-09 0:00:00
C0091,M078,2025-04-25 0:00:00
C0454,M047,2024-04-23 0:00:00
C0010,M006,2025-04-14 0:00:00
C0192,M064,2023-08-31 0:00:00
C0043,M050,2025-10-31 0:00:00
C0410,M071,2024-03-17 0:00:00
C0072,M022,2023-05-24 0:00:00
C0219,M041,2024-10-27 0:00:00
C0327,M065,2025-07-17 0:00:00
C0454,M042,2024-09-03 0:00:00
C0226,M025,2025-12-02 0:00:00
C0422,M063,2023-04-20 0:00:00
C0273,M066,2023-09-16 0:00:00
C0222,M009,2026-04-02 0:00:00
C0084,M046,2025-08-29 0:00:00
C0060,M008,2024-11-19 0:00:00
C0308,M047,2023-03-22 0:00:00
C0038,M095,2023-06-10 0:00:00
C0272,M008,2025-04-14 0:00:00
C0053,M082,2023-03-15 0:00:00
C0162,M009,2024-05-31 0:00:00
C0120,M057,2023-12-22 0:00:00
C0108,M014,2025-10-19 0:00:00
C0095,M077,2025-06-11 0:00:00
C0200,M015,2023-06-30 0:00:00
C0413,M099,2025-12-11 0:00:00
C0246,M012,2025-07-24 0:00:00
C0342,M073,2025-11-12 0:00:00
C0286,M008,2025-06-27 0:00:00
C0261,M022,2023-03-02 0:00:00
C0368,M020,2025-06-16 0:00:00
C0459,M014,2024-12-21 0:00:00
C0149,M095,2024-08-13 0:00:00
C0454,M061,2024-10-22 0:00:00
C0021,M056,2024-03-22 0:00:00
C0018,M082,2026-04-08 0:00:00
C0375,M019,2025-02-13 0:00:00
C0188,M004,2024-09-10 0:00:00
C0063,M003,2024-10-26 0:00:00
C0330,M015,2023-07-07 0:00:00
C0255,M094,2024-12-22 0:00:00
C0439,M085,2025-08-26 0:00:00
C0046,M013,2023-02-16 0:00:00
C0249,M086,2023-08-07 0:00:00
C0464,M049,2024-09-20 0:00:00
C0071,M088,2023-12-14 0:00:00
C0478,M047,2025-02-14 0:00:00
C0398,M061,2025-05-06 0:00:00
C0455,M096,2026-02-21 0:00:00
C0141,M044,2025-07-11 0:00:00
C0013,M068,2024-06-29 0:00:00
C0377,M004,2026-02-14 0:00:00
C0225,M002,2025-12-06 0:00:00
C0048,M013,2024-05-13 0:00:00
C0477,M003,2023-04-08 0:00:00
C0208,M097,2025-11-05 0:00:00
C0266,M074,2025-12-17 0:00:00
C0269,M072,2024-01-15 0:00:00
C0277,M087,2024-08-25 0:00:00
C0224,M008,2024-11-05 0:00:00
C0310,M035,2023-03-14 0:00:00
C0174,M069,2023-06-17 0:00:00
C0100,M011,2024-11-26 0:00:00
C0020,M078,2025-02-19 0:00:00
C0476,M099,2025-06-30 0:00:00
C0487,M080,2025-12-14 0:00:00
C0212,M066,2023-03-15 0:00:00
C0410,M061,2025-02-07 0:00:00
C0173,M023,2025-04-26 0:00:00
C0390,M013,2024-11-22 0:00:00
C0445,M023,2023-02-17 0:00:00
C0016,M094,2024-11-04 0:00:00
C0496,M039,2025-12-05 0:00:00
C0111,M035,2024-10-26 0:00:00
C0400,M066,2024-01-05 0:00:00
C0093,M045,2025-07-11 0:00:00
C0245,M023,2025-05-15 0:00:00
C0497,M064,2024-06-21 0:00:00
C0478,M092,2023-10-12 0:00:00
C0285,M035,2023-10-21 0:00:00
C0256,M058,2023-07-19 0:00:00
C0467,M009,2025-02-09 0:00:00
C0169,M069,2023-11-23 0:00:00
C0450,M060,2024-05-23 0:00:00
C0023,M067,2024-11-26 0:00:00
C0233,M038,2024-12-28 0:00:00
C0457,M045,2023-09-26 0:00:00
C0273,M022,2025-04-09 0:00:00
C0382,M093,2023-07-11 0:00:00
C0333,M086,2024-05-18 0:00:00
C0322,M093,2023-01-21 0:00:00
C0264,M030,2026-04-09 0:00:00
C0119,M090,2026-04-13 0:00:00
C0422,M094,2026-02-25 0:00:00
C0320,M058,2023-12-04 0:00:00
C0465,M027,2023-12-13 0:00:00
C0140,M050,2023-10-22 0:00:00
C0011,M042,2024-04-03 0:00:00
C0278,M042,2024-09-19 0:00:00
C0197,M057,2023-08-26 0:00:00
C0275,M004,2023-10-05 0:00:00
C0423,M011,2025-07-01 0:00:00
C0079,M021,2026-01-18 0:00:00
C0073,M010,2023-08-13 0:00:00
C0195,M059,2025-04-05 0:00:00
C0427,M044,2025-02-21 0:00:00
C0175,M040,2023-06-03 0:00:00
C0233,M018,2024-04-02 0:00:00
C0255,M008,2026-01-05 0:00:00
C0476,M086,2025-03-08 0:00:00
C0008,M079,2023-06-28 0:00:00
C0188,M059,2025-09-11 0:00:00
C0087,M046,2023-11-21 0:00:00
C0044,M039,2025-06-07 0:00:00
C0419,M001,2024-10-17 0:00:00
C0299,M073,2025-07-26 0:00:00
C0248,M062,2024-11-09 0:00:00
C0105,M029,2025-11-08 0:00:00
C0351,M018,2026-03-24 0:00:00
C0171,M065,2023-11-18 0:00:00
C0372,M004,2024-02-03 0:00:00
C0275,M081,2025-12-26 0:00:00
C0203,M087,2025-04-05 0:00:00
C0135,M021,2025-07-24 0:00:00
C0217,M002,2025-04-23 0:00:00
C0490,M023,2023-02-26 0:00:00
C0363,M032,2024-10-22 0:00:00
C0073,M047,2023-06-02 0:00:00
C0485,M079,2023-08-15 0:00:00
C0436,M055,2023-10-25 0:00:00
C0142,M065,2024-09-26 0:00:00
C0298,M074,2023-05-06 0:00:00
C0160,M087,2025-08-06 0:00:00
C0119,M003,2023-08-10 0:00:00
C0011,M097,2025-09-21 0:00:00
C0068,M010,2026-02-12 0:00:00
C0267,M053,2023-03-06 0:00:00
C0434,M009,2025-05-20 0:00:00
C0003,M002,2024-05-15 0:00:00
C0390,M033,2024-12-26 0:00:00
C0215,M007,2025-02-18 0:00:00
C0067,M071,2025-12-15 0:00:00
C0487,M035,2025-04-30 0:00:00
C0322,M094,2025-02-22 0:00:00
C0206,M038,2024-11-22 0:00:00
C0483,M019,2024-11-07 0:00:00
C0498,M059,2023-09-20 0:00:00
C0181,M025,2025-11-11 0:00:00
C0025,M001,2023-01-12 0:00:00
C0443,M071,2025-01-03 0:00:00
C0130,M076,2025-11-03 0:00:00
C0377,M071,2026-01-07 0:00:00
C0057,M081,2023-03-12 0:00:00
C0063,M046,2026-01-09 0:00:00
C0492,M073,2025-03-12 0:00:00
C0478,M055,2023-11-06 0:00:00
C0092,M034,2024-04-21 0:00:00
C0051,M066,2025-08-31 0:00:00
C0051,M088,2025-12-06 0:00:00
C0450,M082,2025-10-20 0:00:00
C0450,M006,2023-07-22 0:00:00
C0146,M018,2026-01-22 0:00:00
C0001,M036,2025-07-08 0:00:00
C0474,M046,2024-03-31 0:00:00
C0138,M076,2024-02-08 0:00:00
C0323,M028,2024-04-27 0:00:00
C0043,M007,2024-08-10 0:00:00
C0489,M091,2023-03-19 0:00:00
C0235,M046,2025-10-02 0:00:00
C0173,M076,2025-09-13 0:00:00
C0447,M005,2025-02-03 0:00:00
C0488,M017,2024-07-24 0:00:00
C0468,M054,2023-12-11 0:00:00
C0356,M049,2023-12-23 0:00:00
C0263,M060,2023-06-03 0:00:00
C0265,M052,2024-05-03 0:00:00
C0122,M024,2026-01-08 0:00:00
C0368,M013,2023-01-06 0:00:00
C0166,M026,2024-02-26 0:00:00
C0087,M041,2023-03-04 0:00:00
C0045,M083,2024-12-21 0:00:00
C0276,M082,2023-02-24 0:00:00
C0209,M059,2024-06-28 0:00:00
C0004,M082,2025-07-12 0:00:00
C0148,M041,2026-02-14 0:00:00
C0164,M018,2024-02-19 0:00:00
C0154,M007,2025-09-30 0:00:00
C0228,M068,2023-03-23 0:00:00
C0439,M100,2024-06-01 0:00:00
C0454,M044,2023-02-02 0:00:00
C0012,M055,2025-11-28 0:00:00
C0425,M074,2024-07-26 0:00:00
C0474,M068,2026-03-26 0:00:00
C0148,M053,2025-07-26 0:00:00
C0072,M034,2025-09-02 0:00:00
C0001,M041,2023-08-24 0:00:00
C0290,M014,2023-12-23 0:00:00
C0052,M056,2024-06-21 0:00:00
C0208,M038,2023-12-02 0:00:00
C0412,M036,2025-12-09 0:00:00
C0225,M002,2024-09-29 0:00:00
C0369,M007,2025-12-05 0:00:00
C0052,M060,2025-10-31 0:00:00
C0472,M094,2023-12-14 0:00:00
C0135,M020,2023-03-28 0:00:00
C0500,M050,2023-03-08 0:00:00
C0110,M022,2025-02-26 0:00:00
C0228,M021,2024-01-23 0:00:00
C0323,M092,2025-08-22 0:00:00
C0479,M088,2023-05-04 0:00:00
C0198,M034,2026-02-27 0:00:00
C0357,M009,2024-12-06 0:00:00
C0035,M021,2026-02-12 0:00:00
C0488,M050,2024-03-30 0:00:00
C0383,M045,2024-03-20 0:00:00
C0327,M080,2023-10-11 0:00:00
C0340,M035,2023-11-07 0:00:00
C0493,M037,2023-11-15 0:00:00
C0338,M042,2024-03-01 0:00:00
C0332,M088,2025-10-12 0:00:00
C0333,M061,2025-01-15 0:00:00
C0269,M080,2025-12-06 0:00:00
C0024,M073,2024-04-23 0:00:00
C0318,M024,2024-12-22 0:00:00
C0012,M057,2023-04-22 0:00:00
C0363,M065,2026-04-01 0:00:00
C0257,M050,2023-02-09 0:00:00
C0097,M006,2024-11-12 0:00:00
C0284,M004,2023-08-30 0:00:00
C0124,M027,2025-09-27 0:00:00
C0117,M064,2023-03-22 0:00:00
C0336,M064,2024-01-21 0:00:00
C0107,M040,2023-08-06 0:00:00
C0439,M053,2023-11-07 0:00:00
C0400,M071,2026-02-04 0:00:00
C0178,M088,2025-07-10 0:00:00
C0135,M014,2024-02-15 0:00:00
C0400,M063,2025-10-14 0:00:00
C0102,M036,2026-01-08 0:00:00
C0477,M004,2025-01-20 0:00:00
C0282,M048,2024-07-07 0:00:00
C0336,M026,2025-12-18 0:00:00
C0103,M013,2024-08-11 0:00:00
C0405,M012,2024-09-05 0:00:00
C0251,M023,2024-06-27 0:00:00
C0037,M007,2024-01-24 0:00:00
C0174,M009,2025-11-06 0:00:00
C0375,M042,2024-11-24 0:00:00
C0183,M090,2024-08-22 0:00:00
C0319,M003,2025-02-04 0:00:00
C0433,M022,2026-01-31 0:00:00
C0062,M098,2024-04-28 0:00:00
C0250,M023,2024-06-03 0:00:00
C0198,M086,2026-02-21 0:00:00
C0449,M010,2023-08-30 0:00:00
C0352,M055,2024-10-14 0:00:00
C0103,M041,2024-09-26 0:00:00
C0391,M092,2026-02-11 0:00:00
C0052,M014,2026-03-12 0:00:00
C0077,M071,2026-01-25 0:00:00
C0077,M072,2023-11-14 0:00:00
C0065,M014,2023-11-24 0:00:00
C0258,M018,2025-03-15 0:00:00
C0097,M018,2024-03-14 0:00:00
C0213,M048,2024-06-29 0:00:00
C0186,M038,2023-02-06 0:00:00
C0157,M004,2024-01-20 0:00:00
C0243,M005,2025-11-02 0:00:00
C0391,M040,2025-09-03 0:00:00
C0355,M039,2024-09-21 0:00:00
C0019,M071,2023-11-26 0:00:00
C0032,M095,2023-10-21 0:00:00
C0362,M043,2023-07-18 0:00:00
C0101,M046,2023-05-30 0:00:00
C0498,M029,2023-02-03 0:00:00
C0205,M054,2025-10-04 0:00:00
C0197,M026,2023-09-04 0:00:00
C0004,M100,2026-02-08 0:00:00
C0124,M064,2025-11-30 0:00:00
C0400,M051,2025-12-14 0:00:00
C0133,M016,2026-04-03 0:00:00
C0128,M059,2023-03-08 0:00:00
C0341,M088,2024-07-26 0:00:00
C0328,M027,2024-02-23 0:00:00
C0463,M004,2024-10-29 0:00:00
C0090,M045,2023-08-25 0:00:00
C0174,M052,2024-03-02 0:00:00
C0150,M042,2023-02-04 0:00:00
C0034,M002,2026-02-16 0:00:00
C0166,M087,2023-12-12 0:00:00
C0004,M013,2024-07-08 0:00:00
C0083,M089,2025-11-02 0:00:00
C0156,M078,2026-02-04 0:00:00
C0280,M078,2025-09-10 0:00:00
C0268,M069,2026-02-22 0:00:00
C0218,M007,2023-01-13 0:00:00
C0205,M059,2025-09-18 0:00:00
C0144,M071,2024-02-21 0:00:00
C0417,M033,2025-07-01 0:00:00
C0295,M023,2025-07-12 0:00:00
C0262,M023,2023-10-29 0:00:00
C0394,M001,2025-09-01 0:00:00
C0189,M077,2023-02-14 0:00:00
C0231,M022,2025-09-10 0:00:00
C0253,M045,2024-10-16 0:00:00
C0214,M011,2025-07-13 0:00:00
C0481,M001,2023-07-20 0:00:00
C0010,M024,2025-11-29 0:00:00
C0038,M050,2025-05-20 0:00:00
C0038,M061,2025-08-18 0:00:00
C0488,M045,2024-06-23 0:00:00
C0261,M096,2025-07-29 0:00:00
C0169,M086,2023-09-13 0:00:00
C0225,M019,2024-08-07 0:00:00
C0119,M012,2026-01-28 0:00:00
C0008,M085,2023-10-25 0:00:00
C0371,M009,2025-11-30 0:00:00
C0370,M012,2025-12-06 0:00:00
C0497,M034,2025-07-28 0:00:00
C0488,M100,2025-10-02 0:00:00
C0473,M086,2026-01-12 0:00:00
C0137,M005,2024-04-14 0:00:00
C0004,M054,2024-02-04 0:00:00
C0484,M037,2024-02-07 0:00:00
C0399,M090,2026-04-10 0:00:00
C0257,M072,2024-08-13 0:00:00
C0249,M058,2025-06-14 0:00:00
C0151,M025,2026-02-18 0:00:00
C0250,M017,2025-04-02 0:00:00
C0042,M099,2024-04-23 0:00:00
C0167,M075,2026-02-08 0:00:00
C0211,M054,2024-04-09 0:00:00
C0454,M012,2025-06-02 0:00:00
C0130,M079,2024-06-26 0:00:00
C0011,M006,2023-01-17 0:00:00
C0369,M002,2025-11-10 0:00:00
C0424,M082,2024-05-02 0:00:00
C0173,M045,2024-12-15 0:00:00
C0085,M030,2025-08-04 0:00:00
C0143,M005,2024-05-22 0:00:00
C0374,M017,2026-01-14 0:00:00
C0118,M100,2024-04-18 0:00:00
C0103,M031,2025-07-11 0:00:00
C0412,M080,2023-01-16 0:00:00
C0231,M065,2024-03-18 0:00:00
C0160,M005,2024-01-15 0:00:00
C0025,M001,2023-02-01 0:00:00
C0370,M094,2026-03-16 0:00:00
C0420,M081,2025-07-08 0:00:00
C0447,M038,2024-11-23 0:00:00
C0254,M017,2024-07-07 0:00:00
C0105,M059,2024-09-20 0:00:00
C0429,M099,2025-06-04 0:00:00
C0261,M009,2025-11-15 0:00:00
C0103,M091,2024-07-26 0:00:00
C0238,M017,2023-02-14 0:00:00
C0012,M075,2024-05-20 0:00:00
C0047,M054,2025-05-18 0:00:00
C0411,M045,2023-06-16 0:00:00
C0218,M002,2025-09-19 0:00:00
C0257,M085,2024-12-09 0:00:00
C0125,M084,2026-03-09 0:00:00
C0026,M025,2024-05-17 0:00:00
C0407,M020,2024-05-15 0:00:00
C0062,M053,2023-04-21 0:00:00
C0419,M023,2023-06-09 0:00:00
C0343,M029,2026-02-10 0:00:00
C0319,M080,2023-04-02 0:00:00
C0105,M027,2024-10-28 0:00:00
C0159,M077,2025-01-14 0:00:00
C0316,M063,2026-03-27 0:00:00
C0374,M049,2023-07-18 0:00:00
C0012,M073,2025-09-16 0:00:00
C0015,M012,2023-06-30 0:00:00
C0106,M004,2026-02-27 0:00:00
C0042,M049,2024-02-07 0:00:00
C0142,M092,2023-03-22 0:00:00
C0118,M081,2023-11-15 0:00:00
C0413,M057,2025-09-10 0:00:00
C0315,M086,2025-06-23 0:00:00
C0442,M033,2025-10-13 0:00:00
C0133,M050,2025-09-30 0:00:00
C0085,M043,2025-01-04 0:00:00
C0074,M088,2023-11-23 0:00:00
C0011,M011,2024-03-12 0:00:00
C0358,M039,2023-03-12 0:00:00
C0441,M068,2024-04-23 0:00:00
C0149,M033,2025-02-16 0:00:00
C0239,M022,2025-08-19 0:00:00
C0273,M097,2024-05-05 0:00:00
C0364,M045,2023-02-02 0:00:00
C0045,M062,2023-01-26 0:00:00
C0294,M066,2024-09-09 0:00:00
C0400,M042,2025-12-30 0:00:00
C0301,M025,2023-01-04 0:00:00
C0473,M001,2026-03-27 0:00:00
C0366,M044,2025-05-11 0:00:00
C0172,M028,2024-01-31 0:00:00
C0210,M064,2023-06-10 0:00:00
C0200,M024,2025-02-20 0:00:00
C0168,M075,2023-11-08 0:00:00
C0222,M068,2025-09-02 0:00:00
C0376,M027,2023-08-03 0:00:00
C0008,M091,2024-10-18 0:00:00
C0180,M079,2025-01-01 0:00:00
C0130,M085,2023-08-13 0:00:00
C0312,M071,2025-10-25 0:00:00
C0023,M021,2023-02-19 0:00:00
C0157,M083,2024-10-29 0:00:00
C0452,M020,2023-03-12 0:00:00
C0225,M010,2025-01-05 0:00:00
C0381,M067,2025-08-16 0:00:00
C0362,M072,2023-08-27 0:00:00
C0443,M045,2024-11-29 0:00:00
C0121,M079,2024-11-17 0:00:00
C0288,M084,2026-03-22 0:00:00
C0346,M088,2025-04-08 0:00:00
C0435,M028,2024-01-03 0:00:00
C0263,M051,2023-12-08 0:00:00
C0362,M061,2026-04-13 0:00:00
C0392,M083,2025-11-17 0:00:00
C0014,M057,2023-09-14 0:00:00
C0130,M013,2024-08-10 0:00:00
C0238,M067,2024-08-07 0:00:00
C0476,M017,2024-10-05 0:00:00
C0233,M082,2024-07-29 0:00:00
C0455,M078,2025-06-17 0:00:00
C0361,M048,2026-01-07 0:00:00
C0299,M094,2023-02-19 0:00:00
C0127,M022,2024-12-09 0:00:00
C0336,M039,2025-12-03 0:00:00
C0284,M087,2025-01-14 0:00:00
C0289,M086,2023-08-24 0:00:00
C0184,M072,2023-01-13 0:00:00
C0043,M014,2025-02-12 0:00:00
C0080,M099,2023-08-23 0:00:00
C0287,M057,2025-12-09 0:00:00
C0275,M071,2023-07-28 0:00:00
C0226,M085,2024-11-19 0:00:00
C0034,M018,2026-01-01 0:00:00
C0347,M043,2025-10-17 0:00:00
C0351,M023,2025-10-04 0:00:00
C0318,M093,2024-07-25 0:00:00
C0320,M060,2025-09-26 0:00:00
C0463,M080,2023-04-05 0:00:00
C0052,M052,2026-02-25 0:00:00
C0370,M011,2026-02-27 0:00:00
C0300,M025,2025-11-23 0:00:00
C0492,M005,2026-04-04 0:00:00
C0220,M077,2024-10-07 0:00:00
C0088,M097,2024-08-21 0:00:00
C0155,M018,2023-09-04 0:00:00
C0156,M045,2024-01-07 0:00:00
C0017,M018,2025-05-09 0:00:00
C0217,M099,2023-07-21 0:00:00
C0228,M071,2025-03-15 0:00:00
C0360,M046,2023-12-24 0:00:00
C0262,M019,2023-10-16 0:00:00
